age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
31,self-employed,single,secondary,no,148,yes,yes,167,4,failure,fail
29,management,single,tertiary,no,1445,no,no,143,2,success,success
27,technician,single,secondary,yes,0,no,yes,-1,0,unknown,success
32,technician,divorced,secondary,no,-399,yes,no,-1,0,unknown,fail
34,blue-collar,married,primary,no,500,yes,no,182,1,failure,fail
32,blue-collar,single,primary,no,1918,yes,no,172,1,failure,fail
52,blue-collar,single,secondary,no,2430,yes,yes,-1,0,unknown,fail
46,management,married,tertiary,no,-591,no,no,-1,0,unknown,fail
31,management,married,tertiary,no,732,yes,no,241,1,failure,fail
30,management,married,tertiary,no,8089,yes,no,294,2,failure,success
36,technician,single,tertiary,no,306,no,no,-1,0,unknown,fail
42,technician,single,secondary,yes,-1129,yes,no,-1,0,unknown,success
22,admin.,married,secondary,,967,yes,no,-1,0,unknown,fail
32,technician,single,secondary,no,321,yes,no,-1,0,unknown,fail
54,technician,married,secondary,no,2102,yes,no,626,2,failure,success
32,technician,married,secondary,no,485,no,no,-1,0,unknown,fail
34,blue-collar,married,secondary,no,129,yes,no,-1,0,unknown,fail
46,technician,divorced,secondary,no,1547,yes,no,-1,0,unknown,fail
32,unemployed,single,tertiary,no,336,yes,no,-1,0,unknown,fail
47,management,married,primary,yes,145,no,yes,-1,0,unknown,fail
38,technician,single,tertiary,no,876,yes,no,355,4,failure,fail
54,unemployed,married,secondary,no,582,yes,no,372,2,failure,success
60,blue-collar,married,primary,no,0,no,yes,-1,0,unknown,fail
34,management,single,tertiary,no,250,no,no,-1,0,unknown,fail
60,unknown,married,unknown,no,7337,no,no,-1,0,unknown,fail
30,management,married,tertiary,no,562,no,no,-1,0,unknown,fail
39,technician,single,secondary,no,3,yes,yes,-1,0,unknown,fail
48,admin.,single,secondary,no,2091,no,no,-1,0,unknown,fail
42,technician,divorced,secondary,no,-106,yes,no,-1,0,unknown,fail
49,blue-collar,married,primary,no,23,yes,no,-1,0,unknown,fail
54,technician,married,secondary,no,1938,no,yes,-1,0,unknown,success
25,services,single,secondary,no,199,no,no,92,5,failure,fail
35,management,single,tertiary,no,2187,yes,no,174,13,other,fail
28,services,single,secondary,no,1636,yes,no,355,2,failure,fail
43,technician,single,tertiary,no,317,yes,no,-1,0,unknown,fail
30,technician,married,secondary,no,1660,yes,no,-1,0,unknown,fail
53,admin.,married,secondary,no,1739,yes,no,-1,0,unknown,fail
49,housemaid,divorced,secondary,no,0,no,no,-1,0,unknown,fail
60,management,married,tertiary,no,3876,no,yes,-1,0,unknown,fail
33,admin.,married,tertiary,no,640,no,no,-1,0,unknown,fail
41,blue-collar,married,primary,no,2097,yes,no,-1,0,unknown,fail
59,retired,married,secondary,no,-471,no,no,-1,0,unknown,fail
31,unemployed,single,secondary,no,8,yes,no,-1,0,unknown,fail
36,admin.,single,secondary,no,115,no,no,-1,0,unknown,fail
46,services,married,unknown,no,80,,no,-1,0,unknown,fail
45,management,divorced,tertiary,no,335,no,no,-1,0,unknown,fail
30,services,married,secondary,no,44,yes,yes,-1,0,unknown,fail
39,housemaid,married,primary,no,13338,no,no,-1,0,unknown,fail
49,management,married,tertiary,no,470,no,no,-1,0,unknown,fail
47,entrepreneur,married,secondary,no,0,no,no,-1,0,unknown,success
35,student,single,secondary,no,-86,yes,no,-1,0,unknown,fail
35,management,single,tertiary,no,0,no,yes,-1,0,unknown,fail
77,retired,married,primary,no,3324,no,no,91,5,success,success
47,blue-collar,,secondary,no,3008,yes,yes,-1,0,unknown,fail
41,admin.,single,secondary,no,0,no,no,-1,0,unknown,fail
40,admin.,married,secondary,no,526,yes,no,-1,0,unknown,fail
43,blue-collar,married,primary,no,991,yes,no,-1,0,unknown,fail
55,management,married,tertiary,no,1267,yes,no,-1,0,unknown,fail
60,entrepreneur,married,tertiary,no,1164,yes,no,-1,0,unknown,fail
45,management,married,tertiary,no,1034,no,yes,-1,0,unknown,fail
56,blue-collar,single,primary,no,39,yes,no,347,5,failure,fail
33,technician,divorced,secondary,no,250,yes,yes,-1,0,unknown,fail
52,management,married,secondary,no,264,no,no,-1,0,unknown,fail
37,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
41,admin.,single,secondary,no,242,no,yes,-1,0,unknown,fail
52,entrepreneur,divorced,secondary,no,7,no,no,-1,0,unknown,fail
41,blue-collar,married,secondary,no,393,yes,yes,-1,0,unknown,fail
44,admin.,married,secondary,no,1206,no,no,-1,0,unknown,fail
44,unemployed,married,primary,yes,-43,yes,no,-1,0,unknown,fail
56,retired,divorced,primary,no,0,no,no,-1,0,unknown,fail
55,retired,married,primary,no,16432,no,no,-1,0,,fail
58,blue-collar,married,primary,no,1231,no,no,-1,0,unknown,fail
25,entrepreneur,single,tertiary,yes,6,yes,yes,-1,0,unknown,fail
40,blue-collar,divorced,unknown,,0,no,yes,-1,0,unknown,fail
40,self-employed,married,tertiary,no,13669,no,no,136,8,other,fail
34,technician,married,secondary,no,-56,yes,no,-1,0,unknown,fail
53,services,married,secondary,no,579,no,no,-1,0,unknown,fail
44,technician,single,tertiary,no,678,no,no,124,2,other,fail
39,blue-collar,single,primary,no,561,yes,no,-1,0,unknown,fail
40,technician,divorced,secondary,no,692,yes,no,-1,0,unknown,fail
34,technician,married,secondary,no,1026,no,no,100,6,failure,fail
52,technician,married,unknown,no,2709,yes,no,-1,0,unknown,fail
32,technician,married,secondary,no,2556,no,no,-1,0,unknown,fail
39,blue-collar,married,primary,no,34,yes,no,-1,0,unknown,fail
49,housemaid,married,secondary,no,905,no,no,-1,0,unknown,fail
50,blue-collar,married,primary,no,-1,no,no,-1,0,unknown,fail
51,housemaid,married,primary,no,339,no,no,-1,0,unknown,fail
54,admin.,married,secondary,no,66,yes,no,-1,0,unknown,success
52,technician,married,secondary,no,136,no,no,-1,0,unknown,fail
54,blue-collar,married,secondary,no,5372,yes,no,-1,0,unknown,fail
26,management,married,tertiary,no,775,no,no,-1,0,unknown,fail
34,management,divorced,tertiary,no,5754,yes,no,181,1,failure,fail
46,services,married,primary,no,43,yes,no,-1,0,unknown,fail
55,retired,married,secondary,no,2749,yes,yes,-1,0,unknown,fail
26,blue-collar,single,primary,no,409,yes,no,-1,0,unknown,success
29,services,single,secondary,no,229,yes,no,343,1,failure,fail
32,blue-collar,married,secondary,no,920,yes,no,-1,0,unknown,fail
35,housemaid,married,tertiary,no,20,yes,yes,-1,0,unknown,fail
38,blue-collar,married,secondary,no,1027,yes,no,-1,0,unknown,fail
32,management,single,tertiary,no,1169,yes,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,5050,no,yes,-1,0,unknown,fail
25,student,single,secondary,no,1747,yes,no,-1,0,unknown,success
42,admin.,married,secondary,no,-396,yes,no,308,4,failure,fail
39,admin.,single,secondary,no,2345,yes,no,344,2,failure,success
37,management,single,tertiary,no,4543,yes,no,340,5,failure,fail
50,management,married,tertiary,no,1396,no,no,-1,0,unknown,success
31,management,single,tertiary,no,1536,no,no,-1,0,unknown,fail
36,management,single,tertiary,no,613,no,no,-1,0,unknown,fail
27,admin.,single,secondary,no,1492,yes,no,-1,0,unknown,fail
37,admin.,divorced,secondary,no,673,yes,no,-1,0,unknown,fail
36,services,single,secondary,no,461,no,no,-1,0,unknown,fail
31,technician,married,tertiary,no,636,yes,no,-1,0,unknown,success
52,admin.,married,secondary,no,1648,yes,no,-1,0,unknown,fail
31,blue-collar,single,secondary,no,58,yes,no,-1,0,unknown,fail
51,management,married,tertiary,no,79,no,yes,-1,0,unknown,fail
38,admin.,single,secondary,no,77,no,no,-1,0,unknown,fail
57,services,divorced,primary,no,362,no,no,231,1,failure,fail
36,blue-collar,single,secondary,yes,-1157,yes,no,-1,0,unknown,fail
26,unemployed,single,secondary,no,130,yes,no,-1,0,unknown,fail
54,management,divorced,tertiary,no,5253,yes,yes,-1,0,unknown,fail
33,blue-collar,married,primary,no,2615,yes,no,-1,0,unknown,fail
43,housemaid,married,primary,no,685,no,no,-1,0,unknown,fail
57,retired,married,secondary,no,3783,yes,no,-1,0,unknown,fail
21,student,single,tertiary,no,2764,yes,no,354,2,failure,fail
51,services,married,unknown,no,6451,no,no,-1,0,unknown,fail
26,blue-collar,married,secondary,yes,-82,yes,no,-1,0,unknown,fail
32,self-employed,married,tertiary,no,266,no,yes,-1,0,unknown,fail
30,management,married,tertiary,no,1077,no,no,96,1,failure,fail
28,self-employed,single,tertiary,no,270,yes,no,345,2,failure,fail
32,technician,married,secondary,no,2,yes,yes,-1,0,unknown,fail
36,blue-collar,married,secondary,no,1049,yes,no,-1,0,unknown,success
38,blue-collar,married,primary,no,132,yes,no,-1,0,unknown,fail
42,unemployed,married,secondary,no,1289,no,no,92,6,success,success
39,services,married,secondary,no,1116,yes,no,-1,0,unknown,fail
32,admin.,single,secondary,no,98,yes,no,365,2,failure,fail
35,blue-collar,divorced,secondary,no,275,no,yes,-1,0,unknown,fail
35,admin.,single,secondary,no,3,yes,no,-1,0,unknown,fail
35,management,married,tertiary,no,2161,no,no,-1,0,unknown,success
60,blue-collar,married,secondary,no,19447,yes,no,-1,0,unknown,fail
39,management,single,secondary,no,1877,yes,no,-1,0,unknown,fail
52,self-employed,married,tertiary,no,5350,yes,yes,110,4,success,fail
52,blue-collar,married,primary,no,28,yes,no,-1,0,unknown,fail
31,management,married,tertiary,no,392,no,no,-1,0,unknown,fail
50,technician,married,unknown,no,413,yes,no,-1,0,unknown,fail
39,technician,married,primary,no,2118,yes,no,-1,0,unknown,fail
42,blue-collar,married,unknown,no,8600,no,no,-1,0,unknown,fail
36,technician,single,secondary,no,301,yes,yes,-1,0,unknown,fail
43,blue-collar,married,primary,no,-872,yes,yes,-1,0,unknown,fail
53,management,married,secondary,no,1925,yes,no,-1,0,unknown,fail
35,management,divorced,tertiary,no,36,yes,no,-1,0,unknown,fail
29,management,single,tertiary,no,-233,yes,no,-1,0,unknown,fail
37,blue-collar,married,secondary,no,-510,yes,no,-1,0,unknown,fail
29,management,single,tertiary,no,187,yes,no,555,2,failure,fail
34,management,married,tertiary,no,297,yes,no,,0,unknown,fail
47,blue-collar,married,primary,no,699,no,no,-1,0,unknown,fail
32,admin.,married,secondary,no,56,yes,no,258,1,other,fail
56,services,married,primary,no,966,no,yes,-1,0,unknown,fail
39,management,divorced,tertiary,no,452,yes,no,-1,0,unknown,fail
27,blue-collar,single,unknown,no,-15,yes,yes,312,6,other,fail
33,admin.,single,tertiary,no,1,yes,no,-1,0,unknown,fail
30,technician,single,secondary,no,158,no,no,-1,0,unknown,success
25,technician,single,secondary,no,31,no,no,-1,0,unknown,fail
53,blue-collar,married,secondary,no,1852,yes,no,-1,0,unknown,fail
29,admin.,single,secondary,no,768,yes,no,-1,0,unknown,fail
35,technician,single,tertiary,no,670,no,no,-1,0,unknown,success
33,technician,married,secondary,no,6947,yes,no,-1,0,unknown,fail
38,management,married,tertiary,no,1617,yes,no,-1,0,unknown,fail
50,admin.,married,secondary,no,697,no,no,-1,0,unknown,fail
29,technician,single,secondary,no,115,no,no,-1,0,unknown,fail
55,retired,divorced,secondary,no,282,yes,no,-1,0,unknown,fail
46,blue-collar,married,secondary,no,2173,yes,no,-1,0,unknown,fail
44,management,married,tertiary,no,736,no,no,-1,0,unknown,fail
55,management,divorced,tertiary,no,277,no,no,-1,0,unknown,fail
58,blue-collar,married,secondary,no,25,no,no,-1,0,unknown,success
42,management,married,tertiary,no,-556,yes,yes,347,3,failure,success
53,technician,married,secondary,no,3398,no,yes,113,13,other,fail
32,blue-collar,married,secondary,no,485,yes,no,-1,0,unknown,fail
31,blue-collar,single,secondary,no,19,yes,no,-1,0,,fail
29,blue-collar,single,primary,no,170,yes,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,66,no,no,-1,0,unknown,fail
35,technician,married,secondary,no,3297,yes,no,-1,0,unknown,fail
59,retired,divorced,secondary,no,1026,no,no,-1,0,unknown,success
58,services,married,secondary,no,382,no,no,-1,0,unknown,fail
73,retired,divorced,tertiary,no,3203,no,no,-1,0,unknown,success
32,admin.,single,secondary,no,708,no,no,-1,0,unknown,fail
45,management,married,tertiary,no,22815,no,no,-1,0,unknown,fail
54,housemaid,married,primary,no,136,no,no,-1,0,unknown,fail
44,self-employed,married,tertiary,no,233,yes,yes,-1,0,unknown,fail
42,management,divorced,tertiary,no,1243,no,no,-1,0,unknown,success
43,technician,married,secondary,no,674,yes,yes,-1,0,unknown,fail
30,management,single,tertiary,no,5359,no,no,98,1,success,success
35,management,single,tertiary,no,687,yes,no,-1,0,unknown,fail
47,technician,married,secondary,no,1059,yes,no,-1,0,unknown,fail
31,services,single,tertiary,no,10122,yes,no,-1,0,unknown,fail
26,technician,single,secondary,no,261,yes,no,-1,0,unknown,fail
36,management,divorced,tertiary,no,36,yes,no,261,6,failure,fail
32,technician,single,secondary,yes,0,no,yes,-1,0,unknown,fail
28,admin.,single,tertiary,no,14,no,no,-1,0,unknown,fail
54,management,married,tertiary,no,2883,no,no,-1,0,unknown,fail
46,blue-collar,divorced,primary,no,216,no,no,-1,0,unknown,fail
34,management,single,tertiary,no,4782,yes,no,277,1,failure,fail
54,admin.,married,secondary,no,222,yes,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
39,self-employed,married,secondary,no,235,no,no,-1,0,unknown,fail
31,technician,single,tertiary,no,176,no,no,-1,0,unknown,fail
27,services,married,secondary,no,94,yes,no,-1,0,unknown,fail
31,admin.,divorced,secondary,no,1890,yes,no,-1,0,unknown,fail
35,services,married,secondary,no,1694,no,yes,-1,0,unknown,fail
42,services,married,secondary,no,1263,yes,no,-1,0,unknown,fail
49,entrepreneur,single,secondary,no,5802,no,no,104,2,success,fail
,blue-collar,married,primary,no,574,yes,no,-1,0,unknown,fail
42,management,married,tertiary,no,1162,yes,no,364,1,other,fail
35,blue-collar,married,secondary,no,876,yes,no,-1,0,unknown,fail
57,blue-collar,married,secondary,no,1521,yes,yes,178,5,failure,fail
43,management,single,tertiary,no,946,no,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,54,yes,no,-1,0,unknown,fail
19,student,single,primary,no,56,no,no,-1,0,unknown,fail
55,management,divorced,secondary,no,1526,yes,no,-1,0,unknown,fail
51,self-employed,divorced,secondary,no,1291,yes,no,-1,0,unknown,fail
82,retired,married,secondary,no,276,no,no,-1,0,unknown,success
58,unemployed,married,tertiary,no,1798,yes,no,-1,0,unknown,fail
47,technician,married,secondary,no,2149,yes,no,183,2,success,fail
37,technician,single,secondary,no,255,no,no,-1,0,unknown,fail
30,services,single,secondary,yes,-366,yes,no,-1,0,unknown,success
32,blue-collar,married,primary,no,902,yes,no,-1,0,unknown,fail
42,management,married,tertiary,no,0,no,no,-1,0,,fail
55,housemaid,married,primary,no,17,no,no,-1,0,unknown,fail
52,technician,married,secondary,no,195,yes,no,205,3,failure,fail
51,admin.,married,secondary,no,50,no,no,-1,0,unknown,fail
32,management,single,tertiary,no,2,yes,no,-1,0,unknown,success
55,admin.,single,secondary,no,1854,yes,no,-1,0,unknown,fail
52,blue-collar,married,primary,no,1515,no,no,-1,0,unknown,fail
30,admin.,single,secondary,no,255,no,no,-1,0,unknown,success
45,services,divorced,primary,no,242,yes,no,-1,0,unknown,fail
53,housemaid,single,primary,no,1238,no,no,-1,0,unknown,fail
33,technician,single,secondary,no,-244,yes,no,-1,0,unknown,fail
35,self-employed,married,tertiary,no,560,yes,no,136,1,failure,fail
51,blue-collar,married,unknown,no,226,yes,no,-1,0,unknown,fail
26,blue-collar,married,secondary,no,697,yes,no,-1,0,unknown,fail
57,admin.,married,secondary,no,4391,no,no,-1,0,unknown,success
54,management,married,tertiary,no,2437,no,no,-1,0,unknown,fail
24,blue-collar,single,secondary,no,-287,yes,no,-1,0,unknown,fail
52,self-employed,married,tertiary,no,605,no,no,-1,0,unknown,fail
34,unemployed,married,secondary,no,156,yes,no,-1,0,unknown,fail
51,technician,married,tertiary,no,-3,no,no,-1,0,unknown,fail
57,management,married,primary,no,2911,yes,yes,-1,0,unknown,fail
42,services,married,secondary,no,-1,yes,no,-1,0,unknown,fail
27,unemployed,married,secondary,no,724,yes,yes,-1,0,unknown,fail
54,management,divorced,primary,no,210,no,no,-1,0,unknown,fail
38,blue-collar,divorced,secondary,no,727,yes,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,1340,yes,no,-1,0,unknown,fail
43,admin.,married,primary,no,392,yes,yes,208,2,failure,fail
47,management,divorced,tertiary,no,1149,no,yes,-1,0,unknown,fail
34,management,married,tertiary,no,16649,yes,no,-1,0,unknown,fail
25,admin.,single,secondary,no,66,yes,no,-1,0,unknown,fail
48,management,married,tertiary,no,1741,yes,yes,-1,0,unknown,fail
56,housemaid,married,primary,no,82,no,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,503,yes,no,369,2,failure,fail
43,technician,divorced,secondary,no,1326,no,no,-1,0,unknown,fail
27,management,single,tertiary,no,1720,no,no,273,1,failure,success
33,technician,single,secondary,no,555,no,yes,-1,0,unknown,fail
32,technician,single,secondary,no,-234,yes,no,-1,0,unknown,fail
51,management,married,secondary,no,0,no,no,-1,0,unknown,fail
31,technician,single,secondary,no,0,yes,no,-1,0,unknown,fail
30,management,single,tertiary,no,6392,yes,no,-1,0,unknown,fail
34,management,married,tertiary,no,519,no,no,-1,0,unknown,fail
23,technician,single,secondary,no,632,yes,no,-1,0,unknown,fail
48,services,married,secondary,no,-110,yes,no,321,2,other,fail
28,technician,married,secondary,no,655,yes,no,-1,0,unknown,fail
55,management,divorced,tertiary,no,3092,yes,no,-1,0,unknown,fail
40,housemaid,married,secondary,no,949,no,no,-1,0,unknown,fail
27,technician,single,tertiary,no,11862,no,no,87,6,failure,success
37,blue-collar,single,secondary,no,223,yes,no,-1,0,unknown,fail
47,admin.,married,secondary,no,4307,no,no,-1,0,unknown,fail
31,unemployed,married,tertiary,no,3640,no,no,-1,0,unknown,fail
38,blue-collar,single,primary,no,12130,yes,no,328,13,failure,fail
56,technician,married,secondary,no,61,no,yes,-1,0,unknown,fail
30,services,married,tertiary,no,6,yes,no,342,2,failure,fail
35,admin.,single,secondary,no,-67,no,yes,-1,0,unknown,fail
30,management,single,tertiary,no,67,no,no,-1,0,unknown,fail
51,management,married,tertiary,no,0,yes,yes,-1,0,unknown,fail
37,blue-collar,married,secondary,no,166,yes,no,-1,0,unknown,fail
41,technician,married,secondary,no,0,no,yes,-1,0,unknown,fail
22,services,married,secondary,no,14,yes,yes,-1,0,unknown,fail
26,management,single,tertiary,no,1177,no,no,-1,0,unknown,fail
30,blue-collar,single,unknown,no,0,yes,no,-1,0,unknown,fail
54,admin.,married,secondary,no,111,no,no,-1,0,unknown,fail
37,management,married,primary,no,3953,yes,no,138,1,failure,fail
57,housemaid,married,primary,no,58,no,no,-1,0,unknown,fail
30,services,married,secondary,no,179,yes,no,-1,0,unknown,fail
31,blue-collar,single,secondary,no,-78,yes,yes,-1,0,unknown,fail
33,management,married,tertiary,no,6513,yes,no,343,1,other,success
36,entrepreneur,married,tertiary,no,247,no,no,-1,0,unknown,fail
32,services,single,secondary,no,344,no,yes,141,9,other,fail
57,unemployed,married,unknown,no,288,no,no,-1,0,unknown,fail
46,admin.,married,secondary,no,3028,yes,yes,-1,0,unknown,fail
65,management,divorced,tertiary,no,2756,no,no,-1,0,unknown,fail
52,blue-collar,married,primary,no,17,yes,no,-1,0,unknown,fail
37,blue-collar,divorced,secondary,no,614,yes,no,-1,0,unknown,fail
29,management,single,tertiary,no,4210,yes,no,-1,0,unknown,fail
39,admin.,divorced,secondary,no,2903,yes,yes,-1,0,unknown,fail
46,blue-collar,married,primary,no,1823,no,no,-1,0,unknown,fail
46,management,married,tertiary,no,273,yes,no,53,6,success,success
56,management,married,secondary,no,0,yes,no,-1,0,unknown,fail
58,blue-collar,,secondary,no,279,no,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,1678,yes,no,-1,0,unknown,fail
48,self-employed,married,secondary,no,1559,no,no,133,3,failure,fail
50,blue-collar,married,secondary,no,-26,yes,no,-1,0,unknown,fail
58,blue-collar,married,primary,no,781,yes,no,-1,0,unknown,fail
49,admin.,divorced,secondary,no,1709,yes,no,-1,0,unknown,fail
38,admin.,single,secondary,no,4803,no,no,182,2,success,fail
28,self-employed,married,tertiary,no,112,yes,yes,-1,0,unknown,fail
35,management,married,tertiary,no,77,no,no,-1,0,unknown,fail
40,admin.,married,tertiary,no,764,yes,no,-1,0,unknown,success
57,management,divorced,tertiary,no,236,no,no,-1,0,unknown,fail
27,admin.,married,tertiary,no,73,no,no,-1,0,unknown,success
35,blue-collar,married,secondary,no,1209,yes,no,-1,0,unknown,fail
26,unemployed,single,secondary,no,111,no,no,-1,0,unknown,success
44,services,married,secondary,no,2439,yes,no,-1,0,unknown,fail
24,admin.,single,secondary,no,120,yes,no,-1,0,unknown,fail
31,admin.,married,secondary,no,1098,yes,no,-1,0,unknown,fail
32,student,single,secondary,no,1883,yes,no,-1,0,unknown,fail
40,technician,married,secondary,no,2266,no,no,147,5,failure,success
36,admin.,married,secondary,no,0,yes,yes,-1,0,unknown,fail
54,blue-collar,married,primary,no,0,no,no,-1,0,unknown,fail
39,technician,divorced,secondary,no,0,no,no,-1,0,unknown,fail
57,management,married,tertiary,no,0,no,yes,197,2,other,fail
44,services,married,unknown,no,67,yes,no,-1,0,unknown,fail
29,technician,single,tertiary,no,3,yes,no,-1,0,unknown,fail
31,management,single,tertiary,no,-208,yes,yes,-1,0,unknown,fail
53,retired,married,primary,no,0,no,yes,-1,0,unknown,fail
54,technician,single,secondary,no,770,no,no,-1,0,unknown,fail
50,self-employed,married,secondary,no,36,no,no,-1,0,unknown,fail
48,services,divorced,secondary,no,-276,yes,yes,-1,0,unknown,success
57,housemaid,married,primary,no,0,no,no,-1,0,unknown,fail
37,blue-collar,married,secondary,no,0,yes,no,113,5,other,fail
30,technician,married,secondary,no,398,yes,no,238,2,failure,fail
30,management,married,tertiary,no,388,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,2,no,no,-1,0,unknown,fail
42,services,married,secondary,no,154,yes,no,372,1,other,fail
31,admin.,single,secondary,no,396,yes,no,-1,0,unknown,fail
35,unemployed,single,primary,no,-17,no,no,-1,0,,fail
56,management,married,tertiary,no,6475,no,no,-1,0,unknown,fail
30,services,married,secondary,no,-134,yes,yes,-1,0,unknown,fail
28,blue-collar,married,secondary,no,83,yes,no,-1,0,unknown,fail
32,management,single,secondary,no,0,yes,no,-1,0,unknown,fail
53,blue-collar,married,primary,no,4143,no,no,-1,0,unknown,fail
31,self-employed,single,secondary,no,202,yes,no,-1,0,unknown,fail
57,admin.,married,secondary,no,367,no,no,-1,0,unknown,fail
37,entrepreneur,single,secondary,no,20453,yes,no,-1,0,unknown,fail
35,management,divorced,tertiary,no,26,no,no,-1,0,unknown,success
34,blue-collar,single,secondary,no,-72,yes,no,-1,0,unknown,fail
40,technician,married,secondary,no,1076,no,no,-1,0,unknown,fail
35,management,single,tertiary,no,7506,yes,no,-1,0,unknown,success
40,technician,married,secondary,no,503,yes,no,-1,0,unknown,fail
30,unemployed,single,primary,no,15261,no,no,-1,0,unknown,fail
45,unemployed,married,primary,no,0,yes,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,863,no,no,189,2,other,fail
48,unemployed,married,primary,no,484,no,no,-1,0,,fail
37,technician,married,secondary,no,123,yes,yes,-1,0,unknown,fail
38,technician,married,tertiary,no,45,no,no,-1,0,unknown,fail
38,blue-collar,married,primary,no,481,yes,no,-1,0,unknown,fail
25,admin.,single,secondary,no,122,yes,no,-1,0,unknown,fail
57,housemaid,married,primary,no,7082,no,no,-1,0,unknown,fail
46,management,married,tertiary,no,189,yes,no,154,1,failure,fail
53,technician,married,tertiary,no,2336,no,no,2,3,other,fail
41,self-employed,married,tertiary,no,57,no,no,-1,0,unknown,fail
54,blue-collar,married,primary,no,6191,no,no,-1,0,unknown,fail
33,management,married,tertiary,no,1399,no,no,-1,0,unknown,fail
37,technician,married,secondary,no,6384,yes,yes,96,2,failure,fail
37,technician,married,secondary,no,523,yes,no,139,4,failure,fail
53,blue-collar,married,primary,no,-294,,yes,-1,0,unknown,fail
47,technician,married,secondary,no,65,no,no,-1,0,unknown,fail
42,technician,married,tertiary,no,1079,no,no,-1,0,unknown,fail
32,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
35,admin.,married,secondary,yes,76,no,yes,-1,0,unknown,fail
34,admin.,married,secondary,no,147,yes,yes,-1,0,unknown,fail
39,admin.,single,secondary,,1661,no,yes,-1,0,unknown,fail
31,management,married,tertiary,no,322,yes,no,-1,0,unknown,fail
40,technician,married,secondary,no,770,yes,no,-1,0,unknown,fail
47,admin.,married,secondary,no,726,no,no,-1,0,unknown,fail
35,technician,married,secondary,no,712,yes,yes,264,5,failure,fail
50,services,married,primary,no,-15,no,yes,-1,0,unknown,fail
41,housemaid,single,primary,no,1179,yes,no,-1,0,unknown,fail
32,admin.,married,secondary,no,497,yes,no,-1,0,unknown,fail
49,technician,married,secondary,no,195,no,no,-1,0,unknown,fail
47,admin.,single,tertiary,no,0,no,no,-1,0,unknown,fail
38,services,divorced,secondary,no,61,no,no,-1,0,unknown,success
34,admin.,single,secondary,no,5547,yes,no,-1,0,unknown,fail
33,admin.,single,secondary,no,322,yes,no,-1,0,unknown,fail
30,management,single,secondary,no,135,no,no,-1,0,unknown,fail
45,blue-collar,married,secondary,no,1103,,no,-1,0,unknown,fail
35,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
29,technician,single,tertiary,no,910,yes,no,-1,0,unknown,fail
33,management,single,secondary,no,0,no,no,-1,0,unknown,fail
42,services,married,primary,no,473,yes,no,-1,0,unknown,fail
30,self-employed,single,tertiary,no,48,no,no,-1,0,,fail
39,management,divorced,tertiary,no,5009,yes,no,-1,0,unknown,fail
42,admin.,divorced,secondary,no,687,yes,yes,-1,0,unknown,fail
34,management,married,tertiary,no,724,no,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,1914,yes,no,358,1,failure,fail
54,management,married,secondary,no,2693,no,no,188,6,other,success
59,retired,married,primary,no,94,no,no,-1,0,unknown,fail
55,blue-collar,married,primary,no,2384,no,yes,-1,0,unknown,fail
34,management,married,tertiary,no,2374,yes,yes,314,2,failure,success
26,blue-collar,single,secondary,no,2007,no,no,92,5,success,success
47,blue-collar,married,secondary,no,0,yes,no,180,2,other,fail
39,services,married,secondary,no,-404,yes,no,,0,unknown,fail
73,retired,divorced,secondary,no,1092,no,no,-1,0,unknown,fail
25,admin.,single,secondary,no,18,yes,no,-1,0,unknown,fail
56,blue-collar,married,primary,no,3206,no,no,-1,0,unknown,fail
32,technician,married,tertiary,no,2553,yes,no,-1,0,unknown,fail
40,management,married,tertiary,no,211,yes,no,-1,0,unknown,fail
38,management,single,secondary,no,293,no,yes,-1,0,unknown,fail
48,housemaid,married,primary,no,627,yes,no,-1,0,unknown,fail
54,blue-collar,married,secondary,no,219,yes,no,-1,0,unknown,fail
31,admin.,single,secondary,no,2076,no,yes,127,7,other,fail
42,management,married,tertiary,no,1205,no,no,188,2,success,fail
48,admin.,single,secondary,no,1234,yes,no,-1,0,unknown,fail
51,technician,divorced,unknown,no,1328,yes,no,251,1,failure,fail
56,retired,married,secondary,no,307,no,yes,-1,0,unknown,fail
44,technician,married,tertiary,no,564,yes,no,,0,unknown,fail
56,technician,married,secondary,no,1938,no,yes,192,4,success,success
26,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
79,retired,married,primary,no,1058,no,no,-1,0,unknown,fail
31,services,married,secondary,no,78,yes,yes,-1,0,unknown,fail
37,management,married,tertiary,no,4044,no,no,-1,0,unknown,fail
46,blue-collar,divorced,primary,no,452,yes,no,-1,0,unknown,fail
